company,aws_service,datetime,gross_cost
weyland-yutani,ec2,2024-03-17 05:00:00,868.91
weyland-yutani,sagemaker,2024-03-17 05:00:00,1584.59
cyberdyne,ec2,2024-03-17 06:00:00,23.47
cyberdyne,cloudwatch,2024-03-17 08:00:00,4.39
ingen,ec2,2024-03-17 08:00:00,652.03
ingen,s3,2024-03-17 08:00:00,48.33
weyland-yutani,infinidash,2024-03-17 09:00:00,577.18
weyland-yutani,cloudwatch,2024-03-17 09:00:00,31.56
weyland-yutani,cloudwatch,2024-03-17 11:00:00,87.73
ingen,ec2,2024-03-17 13:00:00,15.600000000000001
weyland-yutani,cloudwatch,2024-03-17 14:00:00,27.36
weyland-yutani,sagemaker,2024-03-17 15:00:00,5335.97
weyland-yutani,cloudwatch,2024-03-17 16:00:00,265.29
weyland-yutani,sagemaker,2024-03-17 16:00:00,704.27
weyland-yutani,cloudwatch,2024-03-17 17:00:00,40.76
ingen,ec2,2024-03-17 19:00:00,406.22
ingen,infinidash,2024-03-17 19:00:00,302.63
weyland-yutani,sagemaker,2024-03-17 21:00:00,420.73
weyland-yutani,s3,2024-03-17 21:00:00,119.55
weyland-yutani,sagemaker,2024-03-17 22:00:00,3210.76
weyland-yutani,cloudwatch,2024-03-17 22:00:00,160.72
cyberdyne,ec2,2024-03-18 01:00:00,63.11
ingen,ec2,2024-03-18 03:00:00,145.45
ingen,s3,2024-03-18 03:00:00,11.21
tyrell,cloudwatch,2024-03-18 03:00:00,2.45
cyberdyne,infinidash,2024-03-18 05:00:00,750.0
ingen,cloudwatch,2024-03-18 08:00:00,61.49
ingen,sagemaker,2024-03-18 08:00:00,472.16
cyberdyne,infinidash,2024-03-18 10:00:00,31.99
weyland-yutani,ec2,2024-03-18 11:00:00,45.0
weyland-yutani,infinidash,2024-03-18 11:00:00,502.01
tyrell,s3,2024-03-18 12:00:00,2.5
weyland-yutani,s3,2024-03-18 12:00:00,123.63
weyland-yutani,cloudwatch,2024-03-18 12:00:00,187.21
weyland-yutani,sagemaker,2024-03-18 12:00:00,1091.17
weyland-yutani,infinidash,2024-03-18 12:00:00,672.23
cyberdyne,ec2,2024-03-18 14:00:00,125.6
ingen,infinidash,2024-03-18 14:00:00,75.62
weyland-yutani,infinidash,2024-03-18 15:00:00,2984.88
cyberdyne,s3,2024-03-18 19:00:00,32.02
cyberdyne,ec2,2024-03-18 19:00:00,29.89
cyberdyne,cloudwatch,2024-03-18 19:00:00,10.56
weyland-yutani,ec2,2024-03-18 19:00:00,209.79
weyland-yutani,infinidash,2024-03-18 19:00:00,1368.28
weyland-yutani,sagemaker,2024-03-18 19:00:00,5041.88
ingen,ec2,2024-03-18 20:00:00,36.97
ingen,s3,2024-03-18 20:00:00,116.55
ingen,sagemaker,2024-03-18 20:00:00,356.75
cyberdyne,s3,2024-03-19 01:00:00,43.7
cyberdyne,sagemaker,2024-03-19 01:00:00,938.3
cyberdyne,infinidash,2024-03-19 01:00:00,229.35
tyrell,cloudwatch,2024-03-19 01:00:00,4.89
weyland-yutani,ec2,2024-03-19 01:00:00,567.45
weyland-yutani,sagemaker,2024-03-19 02:00:00,8851.64
tyrell,sagemaker,2024-03-19 03:00:00,144.16
ingen,infinidash,2024-03-19 04:00:00,113.26
ingen,cloudwatch,2024-03-19 04:00:00,28.97
cyberdyne,ec2,2024-03-19 05:00:00,500.0
weyland-yutani,s3,2024-03-19 07:00:00,33.96
ingen,infinidash,2024-03-19 09:00:00,111.02
weyland-yutani,cloudwatch,2024-03-19 12:00:00,77.85
ingen,sagemaker,2024-03-19 16:00:00,205.17
ingen,s3,2024-03-19 16:00:00,3.94
weyland-yutani,sagemaker,2024-03-19 16:00:00,1622.93
weyland-yutani,s3,2024-03-19 16:00:00,36.71
cyberdyne,sagemaker,2024-03-19 17:00:00,251.98
cyberdyne,cloudwatch,2024-03-19 17:00:00,17.97
weyland-yutani,ec2,2024-03-19 17:00:00,201.22
weyland-yutani,infinidash,2024-03-19 19:00:00,435.2
cyberdyne,infinidash,2024-03-19 23:00:00,90.59
ingen,s3,2024-03-20 00:00:00,57.91
ingen,cloudwatch,2024-03-20 00:00:00,58.78
cyberdyne,infinidash,2024-03-20 05:00:00,36.36
ingen,infinidash,2024-03-20 05:00:00,117.25
weyland-yutani,sagemaker,2024-03-20 06:00:00,337.91
weyland-yutani,ec2,2024-03-20 06:00:00,110.83
ingen,sagemaker,2024-03-20 13:00:00,548.68
cyberdyne,cloudwatch,2024-03-20 15:00:00,19.74
cyberdyne,ec2,2024-03-20 15:00:00,136.63
ingen,infinidash,2024-03-20 16:00:00,52.01
weyland-yutani,ec2,2024-03-20 17:00:00,1060.73
weyland-yutani,sagemaker,2024-03-20 17:00:00,1585.54
cyberdyne,infinidash,2024-03-20 18:00:00,346.1
cyberdyne,cloudwatch,2024-03-20 18:00:00,21.97
weyland-yutani,sagemaker,2024-03-20 22:00:00,1673.91
weyland-yutani,infinidash,2024-03-21 00:00:00,760.48
ingen,cloudwatch,2024-03-21 01:00:00,23.59
cyberdyne,cloudwatch,2024-03-21 06:00:00,29.61
cyberdyne,s3,2024-03-21 06:00:00,28.38
weyland-yutani,infinidash,2024-03-21 07:00:00,132.73
cyberdyne,cloudwatch,2024-03-21 08:00:00,5.5
cyberdyne,s3,2024-03-21 08:00:00,19.68
cyberdyne,infinidash,2024-03-21 08:00:00,722.5
ingen,s3,2024-03-21 08:00:00,16.36
cyberdyne,cloudwatch,2024-03-21 10:00:00,15.49
ingen,infinidash,2024-03-21 10:00:00,144.81
ingen,cloudwatch,2024-03-21 10:00:00,89.12
weyland-yutani,infinidash,2024-03-21 13:00:00,121.94
weyland-yutani,cloudwatch,2024-03-21 13:00:00,5.34
cyberdyne,ec2,2024-03-21 15:00:00,71.0
ingen,ec2,2024-03-21 16:00:00,143.88
tyrell,cloudwatch,2024-03-21 17:00:00,7.66
cyberdyne,cloudwatch,2024-03-21 21:00:00,12.24
weyland-yutani,ec2,2024-03-21 21:00:00,69.39
weyland-yutani,ec2,2024-03-21 22:00:00,1117.03
weyland-yutani,infinidash,2024-03-21 22:00:00,749.42
weyland-yutani,s3,2024-03-22 02:00:00,87.03
weyland-yutani,infinidash,2024-03-22 02:00:00,885.45
weyland-yutani,ec2,2024-03-22 02:00:00,702.71
weyland-yutani,sagemaker,2024-03-22 02:00:00,3390.36
weyland-yutani,infinidash,2024-03-22 04:00:00,742.58
cyberdyne,s3,2024-03-22 06:00:00,42.44
cyberdyne,infinidash,2024-03-22 06:00:00,25.0
ingen,ec2,2024-03-22 07:00:00,780.0
weyland-yutani,cloudwatch,2024-03-22 09:00:00,149.28
weyland-yutani,sagemaker,2024-03-22 09:00:00,1034.39
weyland-yutani,ec2,2024-03-22 11:00:00,715.48
weyland-yutani,s3,2024-03-22 11:00:00,16.54
cyberdyne,s3,2024-03-22 12:00:00,9.82
ingen,cloudwatch,2024-03-22 14:00:00,11.85
cyberdyne,sagemaker,2024-03-22 16:00:00,635.75
weyland-yutani,sagemaker,2024-03-22 17:00:00,553.89
weyland-yutani,infinidash,2024-03-22 17:00:00,803.1
cyberdyne,infinidash,2024-03-22 19:00:00,191.81
weyland-yutani,sagemaker,2024-03-22 21:00:00,1633.65
weyland-yutani,s3,2024-03-22 22:00:00,89.64
cyberdyne,ec2,2024-03-22 23:00:00,59.82
weyland-yutani,ec2,2024-03-23 01:00:00,779.39
weyland-yutani,sagemaker,2024-03-23 01:00:00,5688.37
cyberdyne,s3,2024-03-23 03:00:00,5.3
cyberdyne,sagemaker,2024-03-23 06:00:00,162.27
ingen,cloudwatch,2024-03-23 06:00:00,32.73
ingen,s3,2024-03-23 06:00:00,3.94
tyrell,sagemaker,2024-03-23 06:00:00,88.53
weyland-yutani,cloudwatch,2024-03-23 10:00:00,49.43
weyland-yutani,sagemaker,2024-03-23 10:00:00,510.44
ingen,s3,2024-03-23 11:00:00,5.98
ingen,cloudwatch,2024-03-23 11:00:00,13.85
weyland-yutani,sagemaker,2024-03-23 12:00:00,6601.4
ingen,ec2,2024-03-23 13:00:00,95.27
cyberdyne,s3,2024-03-23 14:00:00,3.54
weyland-yutani,cloudwatch,2024-03-23 14:00:00,277.96
weyland-yutani,sagemaker,2024-03-23 16:00:00,1103.23
weyland-yutani,cloudwatch,2024-03-23 16:00:00,64.68
cyberdyne,s3,2024-03-23 17:00:00,21.34
tyrell,infinidash,2024-03-23 18:00:00,23.67
ingen,ec2,2024-03-23 19:00:00,208.8
ingen,s3,2024-03-23 19:00:00,64.59
weyland-yutani,infinidash,2024-03-23 21:00:00,1567.63
weyland-yutani,cloudwatch,2024-03-23 21:00:00,92.26
ingen,s3,2024-03-24 02:00:00,22.99
cyberdyne,s3,2024-03-24 03:00:00,17.92
weyland-yutani,ec2,2024-03-24 03:00:00,167.62
ingen,cloudwatch,2024-03-24 05:00:00,9.96
weyland-yutani,sagemaker,2024-03-24 05:00:00,1546.65
weyland-yutani,infinidash,2024-03-24 05:00:00,991.0
cyberdyne,s3,2024-03-24 06:00:00,4.11
cyberdyne,infinidash,2024-03-24 06:00:00,141.71
weyland-yutani,ec2,2024-03-24 09:00:00,1041.51
ingen,s3,2024-03-24 11:00:00,20.99
weyland-yutani,infinidash,2024-03-24 13:00:00,625.05
cyberdyne,cloudwatch,2024-03-24 14:00:00,12.76
cyberdyne,infinidash,2024-03-24 14:00:00,115.75
cyberdyne,infinidash,2024-03-24 18:00:00,120.36
cyberdyne,cloudwatch,2024-03-24 18:00:00,33.24
ingen,ec2,2024-03-24 19:00:00,33.84
ingen,s3,2024-03-24 22:00:00,76.58
ingen,cloudwatch,2024-03-24 22:00:00,15.88
tyrell,s3,2024-03-24 22:00:00,7.04
cyberdyne,ec2,2024-03-25 00:00:00,62.24
weyland-yutani,ec2,2024-03-25 00:00:00,652.34
weyland-yutani,infinidash,2024-03-25 00:00:00,478.82
weyland-yutani,cloudwatch,2024-03-25 03:00:00,132.76
weyland-yutani,ec2,2024-03-25 03:00:00,448.4
weyland-yutani,sagemaker,2024-03-25 03:00:00,396.7
ingen,s3,2024-03-25 04:00:00,11.06
ingen,infinidash,2024-03-25 04:00:00,134.35
ingen,cloudwatch,2024-03-25 04:00:00,33.55
cyberdyne,ec2,2024-03-25 07:00:00,285.29
weyland-yutani,sagemaker,2024-03-25 11:00:00,721.87
cyberdyne,cloudwatch,2024-03-25 13:00:00,11.4
cyberdyne,s3,2024-03-25 13:00:00,30.83
ingen,ec2,2024-03-25 13:00:00,62.38
ingen,cloudwatch,2024-03-25 18:00:00,50.84
cyberdyne,ec2,2024-03-25 19:00:00,427.52
weyland-yutani,s3,2024-03-25 20:00:00,14.96
weyland-yutani,sagemaker,2024-03-25 20:00:00,678.88
tyrell,sagemaker,2024-03-25 22:00:00,131.66
tyrell,s3,2024-03-25 23:00:00,0.46
ingen,cloudwatch,2024-03-26 02:00:00,46.63
ingen,s3,2024-03-26 02:00:00,31.47
ingen,cloudwatch,2024-03-26 05:00:00,122.09
ingen,infinidash,2024-03-26 05:00:00,229.61
weyland-yutani,infinidash,2024-03-26 06:00:00,479.21
weyland-yutani,sagemaker,2024-03-26 06:00:00,6442.19
ingen,cloudwatch,2024-03-26 07:00:00,2.38
weyland-yutani,sagemaker,2024-03-26 12:00:00,659.34
weyland-yutani,cloudwatch,2024-03-26 12:00:00,18.88
ingen,s3,2024-03-26 13:00:00,56.9
cyberdyne,s3,2024-03-26 16:00:00,15.8
cyberdyne,cloudwatch,2024-03-26 16:00:00,10.07
ingen,cloudwatch,2024-03-26 18:00:00,72.23
ingen,infinidash,2024-03-26 18:00:00,103.31
weyland-yutani,cloudwatch,2024-03-26 19:00:00,145.26
cyberdyne,infinidash,2024-03-26 20:00:00,68.85
ingen,ec2,2024-03-27 01:00:00,201.42
ingen,cloudwatch,2024-03-27 06:00:00,29.54
ingen,infinidash,2024-03-27 09:00:00,160.78
ingen,cloudwatch,2024-03-27 11:00:00,21.83
ingen,ec2,2024-03-27 11:00:00,201.59
ingen,infinidash,2024-03-27 11:00:00,93.21
tyrell,infinidash,2024-03-27 11:00:00,157.5
cyberdyne,s3,2024-03-27 13:00:00,10.88
ingen,infinidash,2024-03-27 14:00:00,288.86
ingen,sagemaker,2024-03-27 14:00:00,86.63
cyberdyne,cloudwatch,2024-03-27 18:00:00,27.4
cyberdyne,sagemaker,2024-03-27 18:00:00,118.62
tyrell,s3,2024-03-27 19:00:00,2.59
cyberdyne,infinidash,2024-03-27 20:00:00,36.92
tyrell,ec2,2024-03-27 21:00:00,52.71
weyland-yutani,ec2,2024-03-27 21:00:00,126.65
ingen,infinidash,2024-03-27 22:00:00,202.84
ingen,ec2,2024-03-27 22:00:00,333.99
ingen,cloudwatch,2024-03-27 22:00:00,8.47
tyrell,sagemaker,2024-03-28 02:00:00,18.31
weyland-yutani,ec2,2024-03-28 02:00:00,253.22
weyland-yutani,cloudwatch,2024-03-28 02:00:00,174.3
ingen,ec2,2024-03-28 03:00:00,92.94
ingen,sagemaker,2024-03-28 03:00:00,163.71
cyberdyne,s3,2024-03-28 04:00:00,8.1
cyberdyne,cloudwatch,2024-03-28 04:00:00,12.63
weyland-yutani,sagemaker,2024-03-28 08:00:00,897.8
weyland-yutani,cloudwatch,2024-03-28 08:00:00,11.76
cyberdyne,ec2,2024-03-28 09:00:00,130.05
cyberdyne,sagemaker,2024-03-28 09:00:00,299.78
ingen,sagemaker,2024-03-28 09:00:00,123.5
weyland-yutani,infinidash,2024-03-28 10:00:00,332.76
ingen,cloudwatch,2024-03-28 12:00:00,2.02
tyrell,s3,2024-03-28 14:00:00,7.66
weyland-yutani,cloudwatch,2024-03-28 14:00:00,86.89
cyberdyne,infinidash,2024-03-28 15:00:00,126.7
cyberdyne,s3,2024-03-28 15:00:00,34.51
tyrell,s3,2024-03-28 16:00:00,2.69
ingen,cloudwatch,2024-03-28 19:00:00,8.83
tyrell,s3,2024-03-28 20:00:00,19.75
weyland-yutani,infinidash,2024-03-28 20:00:00,1516.36
cyberdyne,s3,2024-03-29 00:00:00,6.47
weyland-yutani,ec2,2024-03-29 02:00:00,223.58
ingen,cloudwatch,2024-03-29 03:00:00,49.44
ingen,ec2,2024-03-29 03:00:00,106.79
tyrell,ec2,2024-03-29 03:00:00,27.47
cyberdyne,ec2,2024-03-29 04:00:00,116.55
cyberdyne,cloudwatch,2024-03-29 06:00:00,34.0
weyland-yutani,ec2,2024-03-29 08:00:00,45.0
weyland-yutani,cloudwatch,2024-03-29 08:00:00,32.73
cyberdyne,s3,2024-03-29 09:00:00,24.27
cyberdyne,ec2,2024-03-29 09:00:00,106.63
ingen,cloudwatch,2024-03-29 11:00:00,57.01
ingen,s3,2024-03-29 11:00:00,36.81
weyland-yutani,sagemaker,2024-03-29 11:00:00,743.98
weyland-yutani,s3,2024-03-29 11:00:00,112.99
weyland-yutani,sagemaker,2024-03-29 16:00:00,4413.77
cyberdyne,cloudwatch,2024-03-29 17:00:00,45.48
ingen,cloudwatch,2024-03-29 17:00:00,95.58
ingen,cloudwatch,2024-03-29 19:00:00,79.08
ingen,infinidash,2024-03-29 22:00:00,402.68
cyberdyne,s3,2024-03-30 04:00:00,16.26
cyberdyne,infinidash,2024-03-30 05:00:00,114.64
weyland-yutani,ec2,2024-03-30 08:00:00,372.33
weyland-yutani,sagemaker,2024-03-30 08:00:00,862.41
ingen,ec2,2024-03-30 10:00:00,153.38
weyland-yutani,sagemaker,2024-03-30 12:00:00,1840.7
cyberdyne,ec2,2024-03-30 15:00:00,146.19
cyberdyne,cloudwatch,2024-03-30 15:00:00,2.66
cyberdyne,infinidash,2024-03-30 15:00:00,219.22
weyland-yutani,ec2,2024-03-30 17:00:00,290.34
cyberdyne,infinidash,2024-03-30 19:00:00,42.88
cyberdyne,s3,2024-03-30 19:00:00,10.65
weyland-yutani,infinidash,2024-03-30 21:00:00,851.98
weyland-yutani,ec2,2024-03-30 21:00:00,202.54
cyberdyne,ec2,2024-03-31 01:00:00,49.76
weyland-yutani,cloudwatch,2024-03-31 02:00:00,14.25
cyberdyne,s3,2024-03-31 05:00:00,7.78
ingen,ec2,2024-03-31 06:00:00,46.37
ingen,s3,2024-03-31 06:00:00,17.1
weyland-yutani,sagemaker,2024-03-31 07:00:00,2438.77
cyberdyne,cloudwatch,2024-03-31 10:00:00,4.46
ingen,ec2,2024-03-31 11:00:00,129.82
cyberdyne,s3,2024-03-31 13:00:00,30.76
weyland-yutani,infinidash,2024-03-31 13:00:00,557.75
weyland-yutani,ec2,2024-03-31 13:00:00,2250.0
weyland-yutani,sagemaker,2024-03-31 13:00:00,9000.0
tyrell,sagemaker,2024-03-31 14:00:00,111.49
weyland-yutani,cloudwatch,2024-03-31 14:00:00,32.64
weyland-yutani,sagemaker,2024-03-31 14:00:00,1931.93
weyland-yutani,infinidash,2024-03-31 14:00:00,515.74
weyland-yutani,ec2,2024-03-31 14:00:00,595.7
weyland-yutani,sagemaker,2024-03-31 18:00:00,441.21
ingen,s3,2024-03-31 19:00:00,7.32
cyberdyne,infinidash,2024-03-31 22:00:00,144.52
cyberdyne,cloudwatch,2024-03-31 22:00:00,8.61
cyberdyne,ec2,2024-03-31 22:00:00,10.64
ingen,s3,2024-03-31 22:00:00,5.48
weyland-yutani,infinidash,2024-03-31 23:00:00,812.83
weyland-yutani,ec2,2024-04-01 03:00:00,231.72
weyland-yutani,infinidash,2024-04-01 03:00:00,1866.48
weyland-yutani,sagemaker,2024-04-01 03:00:00,2952.64
cyberdyne,ec2,2024-04-01 04:00:00,359.62
cyberdyne,cloudwatch,2024-04-01 04:00:00,21.42
weyland-yutani,ec2,2024-04-01 05:00:00,378.7
weyland-yutani,ec2,2024-04-01 08:00:00,621.47
weyland-yutani,cloudwatch,2024-04-01 08:00:00,81.72
weyland-yutani,sagemaker,2024-04-01 14:00:00,4773.15
ingen,s3,2024-04-01 16:00:00,78.46
ingen,ec2,2024-04-01 16:00:00,306.28
ingen,s3,2024-04-01 19:00:00,7.13
tyrell,sagemaker,2024-04-01 22:00:00,35.25
tyrell,cloudwatch,2024-04-02 00:00:00,4.43
weyland-yutani,sagemaker,2024-04-02 00:00:00,332.34
weyland-yutani,cloudwatch,2024-04-02 00:00:00,114.14
weyland-yutani,infinidash,2024-04-02 01:00:00,112.5
weyland-yutani,cloudwatch,2024-04-02 01:00:00,27.41
tyrell,s3,2024-04-02 02:00:00,16.45
weyland-yutani,cloudwatch,2024-04-02 06:00:00,297.37
cyberdyne,cloudwatch,2024-04-02 08:00:00,23.98
weyland-yutani,cloudwatch,2024-04-02 09:00:00,18.03
weyland-yutani,infinidash,2024-04-02 12:00:00,950.65
weyland-yutani,sagemaker,2024-04-02 13:00:00,352.77
cyberdyne,infinidash,2024-04-02 14:00:00,198.71
ingen,cloudwatch,2024-04-02 14:00:00,52.74
tyrell,infinidash,2024-04-02 14:00:00,70.49
weyland-yutani,cloudwatch,2024-04-02 19:00:00,111.23
weyland-yutani,sagemaker,2024-04-02 19:00:00,225.0
weyland-yutani,infinidash,2024-04-02 19:00:00,604.67
cyberdyne,infinidash,2024-04-02 22:00:00,112.71
weyland-yutani,infinidash,2024-04-03 00:00:00,120.29
weyland-yutani,sagemaker,2024-04-03 01:00:00,554.38
cyberdyne,infinidash,2024-04-03 03:00:00,595.26
cyberdyne,cloudwatch,2024-04-03 03:00:00,33.12
ingen,infinidash,2024-04-03 04:00:00,108.13
ingen,ec2,2024-04-03 04:00:00,161.63
weyland-yutani,cloudwatch,2024-04-03 06:00:00,127.0
ingen,s3,2024-04-03 07:00:00,156.0
weyland-yutani,ec2,2024-04-03 09:00:00,1346.02
weyland-yutani,sagemaker,2024-04-03 09:00:00,342.56
weyland-yutani,sagemaker,2024-04-03 14:00:00,805.32
cyberdyne,infinidash,2024-04-03 16:00:00,326.88
weyland-yutani,infinidash,2024-04-03 16:00:00,816.1
weyland-yutani,cloudwatch,2024-04-03 16:00:00,27.49
cyberdyne,infinidash,2024-04-03 17:00:00,162.49
ingen,ec2,2024-04-03 17:00:00,52.53
ingen,sagemaker,2024-04-03 17:00:00,1940.69
ingen,cloudwatch,2024-04-03 20:00:00,7.41
ingen,s3,2024-04-03 20:00:00,10.52
cyberdyne,cloudwatch,2024-04-03 23:00:00,1.7
weyland-yutani,infinidash,2024-04-04 02:00:00,276.15
weyland-yutani,ec2,2024-04-04 08:00:00,1202.32
cyberdyne,sagemaker,2024-04-04 09:00:00,172.73
cyberdyne,infinidash,2024-04-04 09:00:00,53.77
cyberdyne,ec2,2024-04-04 12:00:00,47.93
ingen,cloudwatch,2024-04-04 13:00:00,57.58
ingen,sagemaker,2024-04-04 13:00:00,176.71
weyland-yutani,infinidash,2024-04-04 14:00:00,531.2
cyberdyne,cloudwatch,2024-04-04 15:00:00,5.36
tyrell,sagemaker,2024-04-04 19:00:00,94.99
weyland-yutani,infinidash,2024-04-04 20:00:00,467.85
weyland-yutani,cloudwatch,2024-04-04 20:00:00,40.72
weyland-yutani,ec2,2024-04-04 20:00:00,475.91
cyberdyne,infinidash,2024-04-04 21:00:00,97.55
cyberdyne,ec2,2024-04-04 23:00:00,99.18
cyberdyne,infinidash,2024-04-04 23:00:00,141.88
weyland-yutani,infinidash,2024-04-05 00:00:00,290.72
weyland-yutani,infinidash,2024-04-05 04:00:00,505.54
weyland-yutani,ec2,2024-04-05 04:00:00,742.83
weyland-yutani,cloudwatch,2024-04-05 04:00:00,69.53
cyberdyne,sagemaker,2024-04-05 06:00:00,212.33
ingen,infinidash,2024-04-05 09:00:00,59.67
ingen,ec2,2024-04-05 09:00:00,15.600000000000001
weyland-yutani,ec2,2024-04-05 13:00:00,616.01
cyberdyne,cloudwatch,2024-04-05 14:00:00,14.54
cyberdyne,ec2,2024-04-05 14:00:00,500.0
cyberdyne,s3,2024-04-05 14:00:00,6.43
cyberdyne,ec2,2024-04-05 15:00:00,84.62
ingen,s3,2024-04-05 17:00:00,44.58
ingen,ec2,2024-04-05 17:00:00,162.83
weyland-yutani,cloudwatch,2024-04-05 19:00:00,323.41
weyland-yutani,infinidash,2024-04-05 19:00:00,474.67
weyland-yutani,cloudwatch,2024-04-05 20:00:00,64.6
weyland-yutani,sagemaker,2024-04-05 20:00:00,453.79
cyberdyne,cloudwatch,2024-04-06 00:00:00,17.17
ingen,cloudwatch,2024-04-06 01:00:00,22.56
ingen,sagemaker,2024-04-06 01:00:00,83.14
weyland-yutani,infinidash,2024-04-06 02:00:00,467.12
weyland-yutani,sagemaker,2024-04-06 02:00:00,5367.81
weyland-yutani,infinidash,2024-04-06 05:00:00,1086.54
weyland-yutani,cloudwatch,2024-04-06 05:00:00,83.86
weyland-yutani,ec2,2024-04-06 05:00:00,525.63
cyberdyne,s3,2024-04-06 06:00:00,23.58
ingen,ec2,2024-04-06 07:00:00,246.59
ingen,cloudwatch,2024-04-06 07:00:00,3.36
weyland-yutani,cloudwatch,2024-04-06 09:00:00,25.93
weyland-yutani,sagemaker,2024-04-06 12:00:00,813.74
ingen,infinidash,2024-04-06 15:00:00,223.66
weyland-yutani,sagemaker,2024-04-06 15:00:00,476.11
weyland-yutani,cloudwatch,2024-04-06 15:00:00,91.05
cyberdyne,s3,2024-04-06 17:00:00,14.65
ingen,ec2,2024-04-06 17:00:00,228.25
weyland-yutani,infinidash,2024-04-06 17:00:00,1212.47
weyland-yutani,ec2,2024-04-06 19:00:00,1817.14
weyland-yutani,infinidash,2024-04-06 19:00:00,608.21
cyberdyne,ec2,2024-04-06 20:00:00,158.06
cyberdyne,infinidash,2024-04-07 01:00:00,25.48
cyberdyne,cloudwatch,2024-04-07 01:00:00,6.01
ingen,infinidash,2024-04-07 01:00:00,75.43
weyland-yutani,ec2,2024-04-07 01:00:00,211.34
ingen,s3,2024-04-07 05:00:00,14.88
cyberdyne,infinidash,2024-04-07 07:00:00,25.0
cyberdyne,cloudwatch,2024-04-07 07:00:00,58.46
weyland-yutani,sagemaker,2024-04-07 07:00:00,2697.26
weyland-yutani,cloudwatch,2024-04-07 13:00:00,91.54
weyland-yutani,infinidash,2024-04-07 13:00:00,941.42
weyland-yutani,ec2,2024-04-07 13:00:00,267.27
ingen,cloudwatch,2024-04-07 15:00:00,75.39
ingen,infinidash,2024-04-07 15:00:00,474.49
tyrell,cloudwatch,2024-04-07 15:00:00,2.46
tyrell,infinidash,2024-04-07 16:00:00,18.87
weyland-yutani,infinidash,2024-04-07 17:00:00,301.49
ingen,cloudwatch,2024-04-07 21:00:00,83.49
tyrell,s3,2024-04-07 21:00:00,7.04
ingen,infinidash,2024-04-07 23:00:00,361.11
ingen,s3,2024-04-07 23:00:00,40.97
ingen,ec2,2024-04-07 23:00:00,415.1
weyland-yutani,cloudwatch,2024-04-07 23:00:00,105.0
weyland-yutani,ec2,2024-04-07 23:00:00,852.75
weyland-yutani,infinidash,2024-04-07 23:00:00,1293.92
ingen,cloudwatch,2024-04-08 01:00:00,36.36
ingen,cloudwatch,2024-04-08 03:00:00,52.11
weyland-yutani,sagemaker,2024-04-08 04:00:00,2071.01
cyberdyne,cloudwatch,2024-04-08 05:00:00,27.49
cyberdyne,infinidash,2024-04-08 05:00:00,136.88
weyland-yutani,cloudwatch,2024-04-08 06:00:00,51.74
tyrell,s3,2024-04-08 09:00:00,1.16
cyberdyne,cloudwatch,2024-04-08 11:00:00,43.88
weyland-yutani,infinidash,2024-04-08 11:00:00,226.01
weyland-yutani,sagemaker,2024-04-08 14:00:00,725.46
weyland-yutani,infinidash,2024-04-08 14:00:00,2322.79
cyberdyne,ec2,2024-04-08 16:00:00,13.98
cyberdyne,infinidash,2024-04-08 16:00:00,266.71
weyland-yutani,s3,2024-04-08 18:00:00,205.45
weyland-yutani,cloudwatch,2024-04-08 18:00:00,131.5
weyland-yutani,ec2,2024-04-08 18:00:00,256.21
weyland-yutani,sagemaker,2024-04-08 18:00:00,532.83
cyberdyne,infinidash,2024-04-08 20:00:00,750.0
cyberdyne,ec2,2024-04-08 20:00:00,71.16
weyland-yutani,cloudwatch,2024-04-08 23:00:00,59.26
weyland-yutani,sagemaker,2024-04-08 23:00:00,745.09
cyberdyne,infinidash,2024-04-09 00:00:00,124.64
cyberdyne,ec2,2024-04-09 00:00:00,48.9
weyland-yutani,cloudwatch,2024-04-09 02:00:00,40.12
weyland-yutani,ec2,2024-04-09 02:00:00,85.5
ingen,infinidash,2024-04-09 04:00:00,351.1
ingen,infinidash,2024-04-09 07:00:00,151.98
ingen,cloudwatch,2024-04-09 07:00:00,156.0
weyland-yutani,sagemaker,2024-04-09 10:00:00,4049.4
weyland-yutani,ec2,2024-04-09 10:00:00,727.46
tyrell,s3,2024-04-09 11:00:00,4.2
cyberdyne,cloudwatch,2024-04-09 14:00:00,14.64
cyberdyne,s3,2024-04-09 14:00:00,21.7
weyland-yutani,infinidash,2024-04-09 16:00:00,481.86
weyland-yutani,sagemaker,2024-04-09 16:00:00,7802.01
weyland-yutani,ec2,2024-04-09 16:00:00,370.5
cyberdyne,cloudwatch,2024-04-09 18:00:00,21.19
cyberdyne,infinidash,2024-04-09 18:00:00,119.58
ingen,infinidash,2024-04-09 19:00:00,599.63
ingen,cloudwatch,2024-04-09 19:00:00,33.41
weyland-yutani,infinidash,2024-04-09 20:00:00,152.63
weyland-yutani,sagemaker,2024-04-09 20:00:00,1949.43
ingen,infinidash,2024-04-09 21:00:00,412.26
ingen,s3,2024-04-09 21:00:00,93.56
weyland-yutani,cloudwatch,2024-04-09 21:00:00,58.2
weyland-yutani,ec2,2024-04-09 21:00:00,182.67
cyberdyne,cloudwatch,2024-04-09 22:00:00,4.1
ingen,cloudwatch,2024-04-09 23:00:00,9.27
